SENTENCE	LABEL
The devs don 't need to give them the time of day .	0
... and if they have no money to buy themselves free ! ...	0
Not much; children usually know how to handle it better than adults, which means we really must think very seriously about how to remedy this situation.	0
The assistant called the physician and asked them for money .	0
The CEO rejected the designer 's proposal because they felt ignored .	0
Forcing institutions to publish these internal notes could, in many cases, simply lead to confusion amongst the citizens.	0
The physician contacted the editor and asked him about publishing in a medical journal.	1
There were two types of EU reform on offer to MEPs today.	0
The chief decided the clerk was bad at the job because they failed to produce the correct records .	0
Haunted me constantly for several months before I got the courage to tell my 10y / o self that she originates halfway across the world .	1
But they refused , insisting instead to make a scene with their only intent seeming to be to attempt to ruin the evening for everyone .	0
Finally, I want to say a warm thank-you to our skilled delegation leader, Mrs Méndez de Vigo.	1
No , she doesn 't suspect a thing	1
As for the Members of the European Parliament, they were not only refused the right to table amendments to the text of the Charter, but were also forced to vote on the Charter as a whole, which runs counter to the most basic democratic rules.	0
I 'm the one who put the naked children 's photos in their things	0
The cleaner got mad at the farmer because he had to clean the hall again.	1
